country,year,population_0-19,population_20-39,population_40-59,population_60+
New Caledonia,2023,42200,83000,76800,46300
New Caledonia,2024,42000,83300,77600,48100
New Zealand,1950,364000,557000,414000,253000
New Zealand,1951,369000,562000,423000,257000
New Zealand,1952,374000,569000,433000,261000
New Zealand,1953,381000,576000,444000,265000
New Zealand,1954,391000,581000,455000,269000
New Zealand,1955,404000,584000,465000,272000
New Zealand,1956,418000,588000,475000,275000
New Zealand,1957,432000,594000,485000,279000
New Zealand,1958,446000,601000,494000,283000
New Zealand,1959,460000,607000,503000,287000
New Zealand,1960,473000,613000,511000,292000
New Zealand,1961,487000,621000,520000,296000
New Zealand,1962,504000,631000,530000,301000
New Zealand,1963,523000,640000,540000,306000
New Zealand,1964,538000,649000,549000,312000
New Zealand,1965,547000,661000,558000,317000
New Zealand,1966,550000,674000,567000,323000
New Zealand,1967,549000,687000,574000,330000
New Zealand,1968,548000,697000,579000,337000
New Zealand,1969,550000,708000,583000,344000
New Zealand,1970,558000,723000,587000,351000
New Zealand,1971,565000,744000,591000,359000
New Zealand,1972,573000,770000,595000,368000
New Zealand,1973,584000,801000,598000,377000
New Zealand,1974,593000,835000,602000,387000
New Zealand,1975,598000,866000,605000,397000
New Zealand,1976,598000,887000,606000,404000
New Zealand,1977,594000,900000,607000,411000
New Zealand,1978,587000,910000,609000,416000
New Zealand,1979,579000,919000,612000,422000
New Zealand,1980,570000,933000,615000,430000
New Zealand,1981,559000,951000,619000,439000
New Zealand,1982,552000,977000,624000,449000
New Zealand,1983,550000,1010000,630000,458000
New Zealand,1984,552000,1030000,636000,467000
New Zealand,1985,554000,1040000,645000,475000
New Zealand,1986,556000,1050000,657000,482000
New Zealand,1987,560000,1050000,671000,489000
New Zealand,1988,564000,1050000,685000,497000
New Zealand,1989,565000,1060000,699000,504000
New Zealand,1990,570000,1070000,722000,517000
New Zealand,1991,575000,1100000,749000,533000
New Zealand,1992,572000,1120000,771000,544000
New Zealand,1993,569000,1130000,792000,550000
New Zealand,1994,567000,1140000,816000,556000
New Zealand,1995,565000,1150000,843000,562000
New Zealand,1996,565000,1160000,871000,568000
New Zealand,1997,563000,1160000,899000,575000
New Zealand,1998,560000,1160000,925000,584000
New Zealand,1999,558000,1140000,950000,594000
New Zealand,2000,557000,1130000,972000,607000
New Zealand,2001,561000,1120000,995000,621000
New Zealand,2002,568000,1120000,1020000,635000
New Zealand,2003,576000,1130000,1060000,648000
New Zealand,2004,585000,1140000,1090000,663000
New Zealand,2005,592000,1150000,1110000,679000
New Zealand,2006,599000,1150000,1130000,700000
New Zealand,2007,609000,1150000,1150000,723000
New Zealand,2008,618000,1140000,1160000,747000
New Zealand,2009,624000,1140000,1170000,771000
New Zealand,2010,629000,1150000,1180000,795000
New Zealand,2011,631000,1140000,1200000,819000
New Zealand,2012,628000,1140000,1210000,844000
New Zealand,2013,625000,1150000,1220000,869000
New Zealand,2014,622000,1180000,1230000,895000
New Zealand,2015,622000,1220000,1240000,922000
New Zealand,2016,622000,1270000,1250000,950000
New Zealand,2017,623000,1320000,1260000,979000
New Zealand,2018,623000,1360000,1270000,1010000
New Zealand,2019,624000,1390000,1280000,1040000
New Zealand,2020,623000,1420000,1290000,1080000
New Zealand,2021,618000,1420000,1290000,1120000
New Zealand,2022,616000,1420000,1290000,1150000
New Zealand,2023,622000,1430000,1290000,1180000
New Zealand,2024,629000,1440000,1290000,1210000
Nicaragua,1950,388000,373000,165000,59900
Nicaragua,1951,404000,381000,169000,61200
Nicaragua,1952,421000,390000,173000,62400
Nicaragua,1953,436000,399000,177000,63600
Nicaragua,1954,449000,408000,182000,64900
Nicaragua,1955,461000,418000,186000,66200
Nicaragua,1956,472000,428000,191000,67600
Nicaragua,1957,485000,439000,196000,69100
Nicaragua,1958,498000,449000,201000,70700
Nicaragua,1959,512000,461000,206000,72300
Nicaragua,1960,525000,472000,212000,74000
Nicaragua,1961,539000,483000,218000,75900
Nicaragua,1962,553000,495000,225000,77800
Nicaragua,1963,570000,506000,232000,79800
Nicaragua,1964,588000,519000,239000,82000
Nicaragua,1965,610000,531000,246000,84400
Nicaragua,1966,634000,545000,254000,86900
Nicaragua,1967,658000,559000,262000,89600
Nicaragua,1968,683000,575000,270000,92500
Nicaragua,1969,706000,595000,278000,95500
Nicaragua,1970,727000,616000,286000,98600
Nicaragua,1971,750000,639000,294000,102000
Nicaragua,1972,771000,661000,302000,105000
Nicaragua,1973,794000,683000,309000,108000
Nicaragua,1974,819000,707000,318000,111000
Nicaragua,1975,844000,731000,326000,115000
Nicaragua,1976,868000,757000,334000,118000
Nicaragua,1977,894000,782000,343000,122000
Nicaragua,1978,918000,808000,351000,126000
Nicaragua,1979,940000,830000,358000,129000
Nicaragua,1980,964000,855000,365000,134000
Nicaragua,1981,988000,882000,373000,138000
Nicaragua,1982,1010000,909000,381000,143000
Nicaragua,1983,1030000,935000,388000,148000
Nicaragua,1984,1060000,960000,395000,153000
Nicaragua,1985,1080000,985000,401000,158000
Nicaragua,1986,1100000,1010000,407000,163000
Nicaragua,1987,1120000,1040000,413000,168000
Nicaragua,1988,1150000,1070000,421000,173000
Nicaragua,1989,1170000,1100000,432000,178000
Nicaragua,1990,1190000,1130000,445000,184000
Nicaragua,1991,1210000,1160000,459000,189000
Nicaragua,1992,1230000,1200000,474000,194000
Nicaragua,1993,1250000,1240000,489000,200000
Nicaragua,1994,1260000,1280000,504000,205000
Nicaragua,1995,1270000,1320000,520000,211000
Nicaragua,1996,1280000,1360000,537000,219000
Nicaragua,1997,1280000,1400000,557000,229000
Nicaragua,1998,1280000,1440000,577000,240000
Nicaragua,1999,1280000,1480000,597000,251000
Nicaragua,2000,1280000,1520000,619000,262000
Nicaragua,2001,1280000,1560000,641000,273000
Nicaragua,2002,1270000,1590000,664000,285000
Nicaragua,2003,1270000,1630000,688000,297000
Nicaragua,2004,1270000,1660000,714000,310000
Nicaragua,2005,1270000,1700000,741000,322000
Nicaragua,2006,1280000,1740000,768000,331000
Nicaragua,2007,1290000,1770000,795000,338000
Nicaragua,2008,1300000,1810000,822000,346000
Nicaragua,2009,1310000,1850000,849000,356000
Nicaragua,2010,1310000,1890000,876000,368000
Nicaragua,2011,1320000,1930000,904000,380000
Nicaragua,2012,1320000,1960000,933000,393000
Nicaragua,2013,1320000,2000000,965000,406000
Nicaragua,2014,1320000,2030000,998000,419000
Nicaragua,2015,1310000,2070000,1030000,432000
Nicaragua,2016,1310000,2100000,1070000,446000
Nicaragua,2017,1310000,2130000,1100000,460000
Nicaragua,2018,1300000,2160000,1140000,476000
Nicaragua,2019,1300000,2190000,1180000,492000
Nicaragua,2020,1300000,2210000,1220000,504000
Nicaragua,2021,1300000,2240000,1260000,514000
Nicaragua,2022,1300000,2270000,1300000,529000
Nicaragua,2023,1300000,2290000,1340000,551000
Nicaragua,2024,1310000,2310000,1390000,574000
Niger,1950,826000,700000,280000,41700
Niger,1951,850000,722000,293000,44200
Niger,1952,877000,743000,306000,47400
Niger,1953,907000,765000,318000,51200
Niger,1954,937000,785000,330000,55200
Niger,1955,967000,806000,342000,59400
Niger,1956,996000,826000,353000,63700
Niger,1957,1030000,847000,365000,68300
Niger,1958,1060000,869000,377000,73000
Niger,1959,1090000,893000,389000,77800
Niger,1960,1120000,918000,401000,82800
Niger,1961,1150000,945000,413000,87900
Niger,1962,1180000,974000,425000,93200
Niger,1963,1210000,1010000,438000,98500
Niger,1964,1240000,1040000,450000,104000
Niger,1965,1270000,1070000,463000,110000
Niger,1966,1300000,1110000,475000,115000
Niger,1967,1330000,1140000,487000,121000
Niger,1968,1370000,1170000,500000,127000
Niger,1969,1410000,1210000,512000,133000
Niger,1970,1440000,1240000,526000,139000
Niger,1971,1480000,1280000,539000,144000
Niger,1972,1510000,1320000,553000,150000
Niger,1973,1560000,1360000,568000,156000
Niger,1974,1590000,1400000,584000,163000
Niger,1975,1640000,1450000,600000,169000
Niger,1976,1690000,1490000,617000,176000
Niger,1977,1730000,1540000,636000,183000
Niger,1978,1780000,1590000,656000,191000
Niger,1979,1840000,1640000,677000,198000
Niger,1980,1890000,1690000,700000,206000
Niger,1981,1950000,1740000,723000,215000
Niger,1982,2000000,1790000,749000,223000
Niger,1983,2070000,1840000,775000,231000
Niger,1984,2130000,1890000,804000,240000
Niger,1985,2170000,1940000,833000,249000
Niger,1986,2230000,2000000,864000,258000
Niger,1987,2290000,2060000,894000,267000
Niger,1988,2350000,2130000,924000,277000
Niger,1989,2420000,2200000,956000,287000
Niger,1990,2480000,2260000,990000,298000
Niger,1991,2560000,2330000,1030000,309000
Niger,1992,2640000,2400000,1060000,321000
Niger,1993,2730000,2470000,1100000,333000
Niger,1994,2830000,2550000,1140000,346000
Niger,1995,2930000,2630000,1180000,360000
Niger,1996,3050000,2710000,1230000,374000
Niger,1997,3160000,2780000,1270000,388000
Niger,1998,3280000,2870000,1310000,404000
Niger,1999,3410000,2950000,1360000,420000
Niger,2000,3530000,3040000,1400000,437000
Niger,2001,3660000,3130000,1450000,454000
Niger,2002,3790000,3230000,1500000,473000
Niger,2003,3930000,3330000,1550000,493000
Niger,2004,4050000,3430000,1600000,514000
Niger,2005,4210000,3530000,1650000,536000
Niger,2006,4360000,3640000,1700000,558000
Niger,2007,4520000,3760000,1760000,580000
Niger,2008,4690000,3870000,1820000,602000
Niger,2009,4860000,4000000,1870000,625000
Niger,2010,5040000,4130000,1930000,650000
Niger,2011,5240000,4270000,1990000,676000
Niger,2012,5430000,4430000,2060000,704000
Niger,2013,5630000,4600000,2130000,734000
Niger,2014,5840000,4770000,2190000,764000
Niger,2015,6050000,4960000,2270000,796000
Niger,2016,6250000,5170000,2340000,830000
Niger,2017,6460000,5380000,2420000,864000
Niger,2018,6650000,5600000,2500000,899000
Niger,2019,6830000,5830000,2580000,935000
Niger,2020,7020000,6070000,2670000,971000
Niger,2021,7210000,6320000,2760000,1010000
Niger,2022,7400000,6600000,2850000,1040000
Niger,2023,7620000,6880000,2950000,1090000
Niger,2024,7850000,7190000,3050000,1130000
Nigeria,1950,10010000,10500000,5530000,1910000
Nigeria,1951,10150000,10800000,5610000,1970000
Nigeria,1952,10330000,11000000,5700000,2030000
Nigeria,1953,10530000,11200000,5780000,2090000
Nigeria,1954,10780000,11500000,5870000,2150000
Nigeria,1955,11030000,11700000,5970000,2200000
Nigeria,1956,11270000,11900000,6070000,2260000
Nigeria,1957,11510000,12200000,6170000,2320000
Nigeria,1958,11760000,12400000,6280000,2380000
Nigeria,1959,12020000,12600000,6390000,2430000
Nigeria,1960,12300000,12900000,6520000,2480000
Nigeria,1961,12580000,13200000,6660000,2530000
Nigeria,1962,12860000,13500000,6800000,2570000
Nigeria,1963,13110000,13800000,6960000,2620000
Nigeria,1964,13340000,14100000,7110000,2660000
Nigeria,1965,13590000,14400000,7270000,2700000
Nigeria,1966,13860000,14700000,7430000,2750000
Nigeria,1967,14150000,15000000,7590000,2790000
Nigeria,1968,14490000,15300000,7750000,2840000
Nigeria,1969,14880000,15500000,7920000,2890000
Nigeria,1970,15290000,15800000,8090000,2950000
Nigeria,1971,15740000,16100000,8270000,3010000
Nigeria,1972,16180000,16300000,8460000,3070000
Nigeria,1973,16630000,16600000,8650000,3140000
Nigeria,1974,17180000,17000000,8860000,3210000
Nigeria,1975,17750000,17400000,9070000,3290000
Nigeria,1976,18420000,17800000,9300000,3380000
Nigeria,1977,19100000,18200000,9540000,3470000
Nigeria,1978,19790000,18700000,9790000,3570000
Nigeria,1979,20490000,19100000,10000000,3680000
Nigeria,1980,21100000,19700000,10300000,3780000
Nigeria,1981,21810000,20200000,10600000,3890000
Nigeria,1982,22430000,20700000,10900000,4010000
Nigeria,1983,22930000,21100000,11100000,4110000
Nigeria,1984,23440000,21600000,11300000,4210000
Nigeria,1985,24000000,22100000,11600000,4320000
Nigeria,1986,24580000,22700000,11900000,4430000
Nigeria,1987,25180000,23200000,12200000,4540000
Nigeria,1988,25810000,23900000,12500000,4660000
Nigeria,1989,26480000,24600000,12700000,4770000
Nigeria,1990,27180000,25300000,13000000,4890000
Nigeria,1991,28000000,26100000,13300000,5010000
Nigeria,1992,28800000,26900000,13600000,5120000
Nigeria,1993,29800000,27700000,13900000,5250000
Nigeria,1994,30600000,28600000,14200000,5370000
Nigeria,1995,31500000,29600000,14500000,5500000
Nigeria,1996,32400000,30500000,14900000,5630000
Nigeria,1997,33200000,31600000,15200000,5770000
Nigeria,1998,34200000,32700000,15500000,5900000
Nigeria,1999,35000000,33900000,15900000,6050000
Nigeria,2000,35800000,35000000,16300000,6190000
Nigeria,2001,36800000,36200000,16700000,6350000
Nigeria,2002,37800000,37400000,17100000,6510000
Nigeria,2003,38700000,38600000,17500000,6680000
Nigeria,2004,39800000,39800000,17900000,6860000
Nigeria,2005,40900000,41000000,18300000,7040000
Nigeria,2006,42000000,42100000,18800000,7230000
Nigeria,2007,43100000,43300000,19300000,7420000
Nigeria,2008,44300000,44400000,19800000,7590000
Nigeria,2009,45400000,45600000,20400000,7750000
Nigeria,2010,46700000,46900000,20900000,7930000
Nigeria,2011,47900000,48100000,21600000,8120000
Nigeria,2012,49100000,49400000,22200000,8320000
Nigeria,2013,50200000,50700000,22900000,8530000
Nigeria,2014,51300000,52000000,23600000,8740000
Nigeria,2015,52300000,53300000,24400000,8950000
Nigeria,2016,53300000,54600000,25200000,9180000
Nigeria,2017,54200000,56000000,26100000,9410000
Nigeria,2018,55000000,57300000,27000000,9660000
Nigeria,2019,55800000,58700000,27900000,9910000
Nigeria,2020,56400000,60200000,28900000,10200000
Nigeria,2021,57100000,61800000,29800000,10400000
Nigeria,2022,57900000,63500000,30800000,10700000
Nigeria,2023,58800000,65300000,31800000,11000000
Nigeria,2024,59900000,67100000,32800000,11300000
Niue,1950,1170,1170,723,335
Niue,1951,1170,1210,727,330
Niue,1952,1190,1210,718,325
Niue,1953,1240,1200,704,334
Niue,1954,1280,1170,696,339
Niue,1955,1310,1160,686,350
Niue,1956,1330,1160,676,362
Niue,1957,1350,1160,673,359
Niue,1958,1370,1170,671,356
Niue,1959,1380,1170,668,358
Niue,1960,1370,1150,664,357
Niue,1961,1360,1130,659,355
Niue,1962,1370,1130,660,361
Niue,1963,1390,1150,668,369
Niue,1964,1400,1150,681,375
Niue,1965,1390,1160,695,381
Niue,1966,1340,1160,703,387
Niue,1967,1330,1150,698,387
Niue,1968,1360,1140,675,378
Niue,1969,1380,1130,644,368
Niue,1970,1400,1110,617,361
Niue,1971,1400,1080,595,357
Niue,1972,1350,1040,579,354
Niue,1973,1270,1010,564,355
Niue,1974,1180,967,546,350
Niue,1975,1090,915,526,343
Niue,1976,1020,856,509,341
Niue,1977,978,828,505,336
Niue,1978,949,819,509,331
Niue,1979,909,805,513,326
Niue,1980,854,787,513,324
Niue,1981,790,765,513,321
Niue,1982,748,748,512,317
Niue,1983,725,735,505,317
Niue,1984,699,711,487,308
Niue,1985,666,673,462,301
Niue,1986,626,628,444,298
Niue,1987,594,615,437,296
Niue,1988,568,629,442,293
Niue,1989,539,637,454,287
Niue,1990,509,652,455,284
Niue,1991,482,665,452,288
Niue,1992,460,666,452,291
Niue,1993,444,659,458,292
Niue,1994,438,640,469,290
Niue,1995,443,618,478,292
Niue,1996,448,596,481,291
Niue,1997,439,578,486,290
Niue,1998,417,561,486,294
Niue,1999,389,547,485,298
Niue,2000,360,530,487,296
Niue,2001,340,509,487,296
Niue,2002,327,494,480,296
Niue,2003,309,485,473,299
Niue,2004,295,473,467,299
Niue,2005,291,458,463,294
Niue,2006,292,447,461,289
Niue,2007,293,444,464,287
Niue,2008,298,436,467,285
Niue,2009,296,434,461,293
Niue,2010,291,425,457,298
Niue,2011,285,414,457,300
Niue,2012,278,407,457,311
Niue,2013,276,405,459,318
Niue,2014,275,404,454,327
Niue,2015,273,403,451,342
Niue,2016,270,395,454,348
Niue,2017,265,387,458,352
Niue,2018,262,383,459,364
Niue,2019,258,384,458,376
Niue,2020,254,380,458,391
Niue,2021,256,377,454,414
Niue,2022,265,381,446,426
Niue,2023,273,387,437,422
Niue,2024,280,394,434,423
North Korea,1950,3010000,2960000,1440000,519000
North Korea,1951,2830000,2780000,1350000,476000
North Korea,1952,2670000,2710000,1300000,464000
North Korea,1953,2610000,2730000,1290000,474000
North Korea,1954,2630000,2800000,1300000,492000
North Korea,1955,2680000,2920000,1310000,514000
North Korea,1956,2790000,3060000,1330000,536000
North Korea,1957,2960000,3220000,1360000,557000
North Korea,1958,3150000,3400000,1390000,578000
North Korea,1959,3260000,3580000,1420000,598000
North Korea,1960,3310000,3760000,1460000,618000
North Korea,1961,3350000,3930000,1500000,638000
North Korea,1962,3350000,4100000,1540000,658000
North Korea,1963,3340000,4260000,1580000,678000
North Korea,1964,3340000,4420000,1630000,696000
North Korea,1965,3390000,4560000,1680000,714000
North Korea,1966,3400000,4710000,1740000,731000
North Korea,1967,3390000,4840000,1800000,747000
North Korea,1968,3430000,4970000,1860000,763000
North Korea,1969,3480000,5070000,1930000,780000
North Korea,1970,3570000,5160000,2010000,797000
North Korea,1971,3690000,5200000,2100000,815000
North Korea,1972,3860000,5180000,2190000,834000
North Korea,1973,4000000,5170000,2300000,854000
North Korea,1974,4030000,5190000,2420000,874000
North Korea,1975,3990000,5230000,2560000,894000
North Korea,1976,3920000,5260000,2710000,917000
North Korea,1977,3790000,5320000,2870000,943000
North Korea,1978,3660000,5400000,3040000,973000
North Korea,1979,3630000,5470000,3220000,1000000
North Korea,1980,3650000,5520000,3390000,1040000
North Korea,1981,3720000,5570000,3560000,1080000
North Korea,1982,3870000,5630000,3730000,1110000
North Korea,1983,4010000,5720000,3890000,1160000
North Korea,1984,4130000,5830000,4040000,1200000
North Korea,1985,4250000,5960000,4180000,1240000
North Korea,1986,4320000,6100000,4330000,1290000
North Korea,1987,4370000,6280000,4470000,1350000
North Korea,1988,4360000,6500000,4590000,1400000
North Korea,1989,4310000,6720000,4700000,1460000
North Korea,1990,4240000,6940000,4800000,1530000
North Korea,1991,4150000,7210000,4840000,1600000
North Korea,1992,4040000,7530000,4830000,1690000
North Korea,1993,3950000,7790000,4840000,1780000
North Korea,1994,3910000,7960000,4860000,1890000
North Korea,1995,3870000,8060000,4900000,2000000
North Korea,1996,3860000,8120000,4920000,2110000
North Korea,1997,3860000,8120000,4970000,2230000
